question,optionA,optionB,optionC,optionD,answer,,,,,,,,,,,,,topic_chapter,topic_confidence,all_topics,matched_keywords,topic_section_id,topic_section_title,topic_section_confidence,all_sections,matched_section_keywords
"Traction forces may be represented by vectors. In Hamilton-Russell traction, which of the following vectors is equal in magnitude to the traction force?",The component of the patient’s weight that is perpendicular to the bed.,The component of the patient’s weight that is parallel to the bed.,The vector in A. subtracted from the patient’s weight.,The resulting vector when the vectors in A. and B. are added.,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.996,Chapter 1 - Chemicals; Chapter 2 - Classification,"by, in, is, of, represent, represent by, the, to",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.999,chapter_1::1_2_elements_and_atoms_heads_up,"by, in, is, of, represent, represent by, the"
"Fixed traction may be applied by a device such as a ‘Thomas splint’. In this case, the counter-traction force is supplied by",the push of the appliance on a ﬁ xed point on the body (such as the ischial tuberosity).,an adhesive bandage wrapped around the lower leg.,the pull of a wire that is made taut by turning a wingnut attached to the patient’s foot.,the weight of the patient’s leg and the friction between the patient and the bed.,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals,"., a, by, by a, fix, in, is, such, suppli, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.999,chapter_1::1_2_elements_and_atoms_heads_up,"., a, by, by a, in, is, the"
The counter-traction force on a patient’s leg is often increased by tilting the bed so that the patient’s head is lower than their feet. Why is this done? Because tilting the bed increases the,component of the patient’s weight that is parallel to the bed.,traction force that is exerted by the hanging masses.,force of gravity that is acting on the patient’s body.,component of the patient’s weight that is perpendicular to the bed.,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals,"a, by, is, often, s, the, their",,,0.000,,
The magnitude of the traction force in a Hamilton-Russell traction is deter- mined by,The vector addition of the forces in the cords,The hanging mass multiplied by 9.8.,The component of the patient’s weight that is perpendicular to the bed.,The number of pulleys in the system.,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.984,Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"a, by, in, is, of, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.998,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up,"a, by, in, is, of, the"
"In a Hamilton-Russell traction system, the traction force is greater than the weight of the hanging mass because:",three cords are attached to the patient’s leg.,there is a moveable pulley attached to the patients foot,four pulleys are in the system.,the traction force is parallel to the femur.,B,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.981,Chapter 16 - Endocrine System; Chapter 1 - Chemicals; Chapter 2 - Classification,"in, of, of the, system, the",,,0.000,,
The ﬁ gure below whose corners are labelled ABCD could represent the vector diagram for a Hamilton-Russell traction system if the lines were the correct length and an arrow pointing in the correct direction was drawn on them. Which of the following modiﬁ cations to the diagram would make it more closely resemble the correct diagram?,"The three lines D to C, C to B and B to A should be the same length and an arrow pointing from D to A should be drawn on the fourth line.",Arrows should be drawn so that their directions describe an anticlockwise circuit and the line A to D should be the longest. 19 Biomechanics 490,The resultant traction force is represented by the vector from C to B and should be longer than the other three lines.,"All four lines should be the same length and the vector directions are from D to C, from C to B, from B to A, and from A to D. B AC D",A,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals; Chapter 16 - Endocrine System; Chapter 2 - Classification,"a, and, are, cation, for, in, in the, make, of, represent, the, to",,,0.000,,
What is one of the roles of the pulley in a traction system?,To supply the counter traction.,To enable the vector addition of forces.,To change the direction of the traction force,To prevent the hanging masses from resting on the ﬂ oor.,C,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.997,Chapter 16 - Endocrine System; Chapter 1 - Chemicals,"in, of, of the, role, system, the",,,0.000,,
What are the two purposes served by pulleys used in traction systems? These are to:,reduce friction and provide support for the limbs in traction.,supply a mechanical advantage and attachment points to the bed frame.,"allow the hanging masses to exert a traction force greater than their weight, and redirect the direction of the effort force.",change the direction of the cords and suspend the limb from the bed.,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.995,Chapter 1 - Chemicals; Chapter 2 - Classification; Chapter 16 - Endocrine System,"are, are the, by, in, the, to, two, us",,,0.000,,
When a particular energy value is ascribed to a food what type of energy is being referred to? Its,translational kinetic energy.,gravitational potential energy 494,chemical potential energy,average kinetic energy per molecule,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.997,Chapter 1 - Chemicals,"a, energi, is, of, to, when",,,0.000,,
Energy may be deﬁ ned from the concepts of,force and heat.,heat and joules.,force and work.,work and temperature.,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.898,Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"energi, from, of, the",,,0.000,,
Which of the following statements about work is NOT correct?,More work occurs when a force acts over a small distance ( W = F ÷ s ),Simple machines allow us to perform work more easily.,Work (done on an object) is the amount of energy that transfers to that object.,It takes energy to perform work.,A,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.807,Chapter 16 - Endocrine System; Chapter 1 - Chemicals,"of, of the, the",,,0.000,,
Work is done when an object is moved by a force. What is energy?,the capacity to do work.,the rate at which work is done.,a force that results in no movement.,the transformation of work from one form to another.,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.988,Chapter 1 - Chemicals,"a, by, by a, energi, is, when",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.992,chapter_1::1_2_elements_and_atoms_heads_up,"a, by, by a, is"
The Système International (Standard International) unit of power is the watt. This unit is the same as which one of the following?,electronvolt,joule,joule per second,kilojoule,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.988,Chapter 1 - Chemicals; Chapter 2 - Classification; Chapter 16 - Endocrine System,"is, of, the",,,0.000,,
Which one of the following statements best describes what is meant by the “principle of conservation of energy”?,"Internal energy is the sum of kinetic energy, thermal energy and potential energy.","Energy may be transformed from one form into another, but it cannot be created or destroyed. 20 Energy and Heat 495",Kinetic energy is gradually transformed into potential energy and vice versa.,The Earth has a ﬁ nite amount of energy and modern society must learn to use less of it and to use it more efﬁ ciently.,B,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.992,Chapter 16 - Endocrine System; Chapter 1 - Chemicals,"by, by the, of, of the, the",,,0.000,,
Which one of the following statements does NOT accurately describe energy?,Energy can be created but not destroyed.,The total amount of all types of energy remains constant.,The energy gained by an object is the amount of work done on the object.,Energy is the heat given out when oxidation occurs.,A,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.801,Chapter 16 - Endocrine System; Chapter 1 - Chemicals,"of, of the, the",,,0.000,,
What is a person’s metabolic rate deﬁ ned as? The rate,of energy utilisation by their body.,of energy utilisation by their body during ‘absolute rest’.,at which they consume oxygen.,at which they produce heat.,A,,,,,,,,,,,,,Chapter 16 - Endocrine System,0.903,Chapter 16 - Endocrine System; Chapter 1 - Chemicals,"metabolic, metabolic rate, rate, the",chapter_16::16_x_hormone_highlights,16.x Hormone Highlights,0.919,chapter_16::16_x_hormone_highlights; chapter_1::1_2_elements_and_atoms_heads_up; chapter_9::9_x_control_of_breathing_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up,"metabolic, metabolic rate, rate"
"Consider a person whose diet provides a daily energy intake of 10,500 kJ and whose daily activities result in their body consuming 9500 kJ of energy daily. If this situation continues for several months the possible outcome would be:",a gradual rise in basal metabolic rate.,The person increases their mass by several kilograms of fat tissue,"The energy requirements of daily activities will rise to consume 10,500 kJ",An increase in radiation from the body to dissipate excess energy,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.997,Chapter 1 - Chemicals,"a, and, bodi, energi, for, in, of, the, their",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.999,chapter_1::1_2_elements_and_atoms_heads_up,"a, and, bodi, for, in, of, the"
"When the label on a packaged food item states that 100 g contains 650 kJ of energy, it means that",the human body is able to extract 650 kJ of heat and useful work by digest- ing the food.,650 kJ of energy was consumed in growing or producing or making the food.,650 kJ of heat energy is released when 100 g of the food is burned in an atmosphere of pure oxygen.,ultimately your body will be able to perform 650 kJ of work for every 100 g of the food that you eat.,C,,,,,,,,,,,,,Chapter 1 - Chemicals,0.957,Chapter 1 - Chemicals; Chapter 2 - Classification,"a, contain, energi, of, the, when",,,0.000,,
"In order to lose body fat, diet and exercise must be organized so that the energy value of the food intake is",less than the energy used daily.,more than the energy used daily.,equal to the daily energy use.,greater than the daily exercise.,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.999,Chapter 1 - Chemicals; Chapter 2 - Classification,"REGEX:\b(binomial|genus|species|kingdom|phylum|order|family|taxonomy|vertebrate|invertebrate)\b, and, bodi, energi, fat, in, is, lose, of, the, to",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.999,chapter_1::1_2_elements_and_atoms_heads_up; chapter_2::2_5_the_animal_kingdom_heads_up,"REGEX:\b(binomial|genus|species|kingdom|phylum|order|family|taxonomy|vertebrate|invertebrate)\b, and, bodi, in, is, of, the"
A block of wood (a poor conductor of heat) whose temperature is 15 °C is placed in contact with a block of steel (a good conductor of heat) of the same size but whose temperature is 20 °C. Both are touched with a hand whose skin temperature is 28 °C. Which of the following is true?,The steel block will feel colder than the wood.,The wood block will withdraw more heat from the hand than will the steel block.,Heat will ﬂ ow from the steel block to the wood block.,Heat will ﬂ ow from the steel block to the hand.,A,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"20, a, are, c, heat, in, is, of, the, with",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),1.000,chapter_1::1_2_elements_and_atoms_heads_up,"a, are, c, in, is, of, the"
What is heat? It is a,measure of the temperature of an object.,transfer of energy by convection currents. 20 Energy and Heat 497,measure of the average translational kinetic energy of the particles.,form of energy transfer along a temperature gradient.,D,,,,,,,,,,,,,Chapter 1 - Chemicals,0.920,Chapter 1 - Chemicals,"a, heat, is",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.939,chapter_1::1_2_elements_and_atoms_heads_up; chapter_9::9_3_diffusion_transport_of_oxygen_heads_up,"a, is"
Which of the statements about heat is true? Heat is,one of the forms of infra-red radiation.,transmitted through a solid object by convection currents.,a measure of the temperature of an object.,the ﬂ ow of energy from one body to another at a lower temperature.,D,,,,,,,,,,,,,Chapter 1 - Chemicals,0.976,Chapter 1 - Chemicals,"heat, is, of, the",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.972,chapter_1::1_2_elements_and_atoms_heads_up; chapter_9::9_3_diffusion_transport_of_oxygen_heads_up; chapter_9::9_x_control_of_breathing_heads_up; chapter_2::2_6_the_classification_of_vertebrates_heads_up,"is, of, the"
What does kinetic theory allows us to understand that the temperature of an object measures? The,heat that it contains.,average kinetic energy of its particles.,hotness or coldness of it.,number of degrees kelvin it is.,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.983,Chapter 1 - Chemicals,"allow, of, the, to, us, us to",,,0.000,,
What may the ‘thermal energy’ of the particles in an object be deﬁ ned as?,the amount of heat that is contained in the object.,"sum of the random translational, rotational and vibrational kinetic energies.","sum of the random translational, rotational and vibrational kinetic energies and the work done to overcome the intermolecular forces.",average random kinetic energy of the particles.,B,,,,,,,,,,,,,Chapter 1 - Chemicals,0.965,Chapter 1 - Chemicals; Chapter 16 - Endocrine System,"energi, in, of, particle, the",,,0.000,,
Which of the following factors contributes LEAST to the human sensation of ‘hot’ or ‘cold’ when an object is touched?,The amount of heat in the object.,The temperature of the object being touched.,The thermal conductivity of the object.,The local skin temperature.,A,,,,,,,,,,,,,Chapter 1 - Chemicals,0.989,Chapter 1 - Chemicals,"is, of, or, the, to, when",,,0.000,,
Two identical beakers hold 100 ml and 200 ml of water at 20 °C. They are heated for one minute each using the same Bunsen burner ﬂ ame and their tem- perature is measured. What will their temperatures be?,the same but the heat transferred to them will be different.,the same and so will be the heat transferred to them.,different but the heat transferred to them will be the same,different and so will be the heat transferred to them.,C,,,,,,,,,,,,,Chapter 1 - Chemicals,1.000,Chapter 1 - Chemicals,"20, and, and their, are, at, each, for, is, of, the, their, two, us, water",chapter_1::1_2_elements_and_atoms_heads_up,1.2 Elements and Atoms (Heads-up),0.999,chapter_1::1_2_elements_and_atoms_heads_up,"and, are, each, for, is, of, the"
